vg_name,developer,year_released,avg_score,num_reviews
Now That's What I Call Sing,Ravenscourt/Deep Silver,2015,59.0,5.0
Now That's What I Call Sing 2,Koch Media/Deep Silver,2016,65.0,2.0
NUBLA,GAMERA NEST SL,2016,80.0,1.0
Nuclear Throne,Vlambeer,2015,83.0,12.0
Numantia,Recotechnology S.L.,2017,70.0,2.0
Nutjitsu,NinjaBee,2015,40.0,1.0
O! My Genesis VR,Xpec,2016,50.0,1.0
Obduction,Cyan,Inc.,58.33,3.0
Obliteracers,Varkian Empire/Deck 13,2016,64.0,4.0
Observation,No Code/Devolver Digital,2019,74.04,24.0
Observer,Bloober Team/Aspyr,2017,73.06,16.0
Oceanhorn: Monster of Uncharted Seas,Cornfox & Bros.,2016,62.8,10.0
Octahedron,Demimonde/Square Enix,2018,78.0,5.0
Octodad: Dadliest Catch,Kevin Zuhn/Young Horses,Inc,74.27,15.0
Oddworld: Abe's Oddysee - New 'n' Tasty,Just Add Water/Oddworld Inhabitants,2014,83.24,33.0
Odin Sphere Leifthrasir,Vanillaware/NIS America,2016,86.78,36.0
Oh My Godheads,Titutitech/Square Enix,2017,59.0,5.0
Oh...Sir! The Hollywood Roast,Vile Monarch/Gambitious,2018,65.0,1.0
Oh...Sir! The Insult Simulator,Vile Monarch/Gambitious,2017,60.0,6.0
OK K.O.! Let's Play Heroes,Capy Games/Cartoon Network,2018,75.0,5.0
Okami HD,Capcom,2017,88.15,20.0
OlliOlli,Tom Hegarty/roll7,2014,82.67,3.0
OlliOlli2: Welcome to Olliwood,roll7,2015,86.46,24.0
Omega Quintet,Compile Heart,2015,57.86,21.0
Omega Quintet: Fourth Verse Maiden War,Compile Heart/Idea Factory,2015,45.0,1.0
Omega Strike,Woblyware/Digerati Distribution,2018,55.0,1.0
Omen of Sorrow,AOne Games,2018,61.67,6.0
Omensight,Spearhead Games,2018,77.39,18.0
One Piece: Burning Blood,Spike Chunsoft/Bandai Namco Games,2016,64.64,25.0
One Piece: Grand Cruise,Bandai Namco Games,2018,50.0,1.0
One Piece: Pirate Warriors 3,Omega Force/Bandai Namco Games,2015,75.0,20.0
One Piece: Unlimited World Red,Ganbarion/Bandai Namco Games,2017,80.0,1.0
One Piece: Unlimited World Red - Deluxe Edition,Ganbarion/Bandai Namco Games,2017,73.75,4.0
One Piece: World Seeker,Ganbarion/Bandai Namco Games,2019,58.78,18.0
One Upon Light,Singapore University of Technology and Design,2015,61.7,10.0
One Way Trip,Beret Applications LLC,2016,41.42,12.0
Onechanbara Z2: Chaos,Tamsoft/D3Publisher,2015,57.83,29.0
Onimusha: Warlords,NeoBards Entertainment/Capcom,2019,71.82,11.0
Oninaki,Tokyo RPG Factory/Square Enix,2019,67.13,20.0
ONRUSH,Codemasters,2018,78.08,26.0
Operation Warcade,Ivanovich Games,2018,67.5,4.0
Orc Slayer,Cooply Solutions/Cooply Apps,2016,16.67,3.0
Orcs Must Die! Unchained,Robot Entertainment,2017,83.17,6.0
Organ Trail: Complete Edition,The Men Who Wear Many Hats LLC,2015,68.33,3.0
Organic Panic,Last Limb Games,2016,71.8,5.0
Our World Is Ended.,RED Entertainment/PQube,2019,40.0,3.0
Oure,Heavy Spectrum,2017,47.5,4.0
Out of Ammo,RocketWerkz/Zen Studios,2018,50.0,13.0
Outcast: Second Contact,Appeal/Bigben Interactive,2017,56.43,7.0
Outer Wilds,Mobius Digital,LLC/Annapurna Interactive,80.0,1.0
Outlast,Red Barrels,2014,77.16,19.0
Outlast 2,Red Barrels,2017,68.76,21.0
Outlast: Whistleblower,Red Barrels,2014,78.5,4.0
Outward,Nine Dots Studio/Deep Silver,2019,64.56,9.0
Overcooked!,Ghost Town Games Ltd./Team 17,2016,78.81,21.0
Overcooked! 2,Ghost Town Games Ltd./Team 17,2018,84.12,17.0
Overcooked! 2: Surf 'n' Turf,Ghost Town Games Ltd./Team 17,2018,82.5,2.0
Overlord: Fellowship of Evil,Codemasters,2015,38.5,5.0
Override: Mech City Brawl,The Balance,Inc/Modus Games,64.0,7.0
Overruled!,Dlala Studios/Team 17,2015,43.33,3.0
Overwatch,Blizzard Entertainment,2016,90.87,23.0
Owlboy,BlitWorks/Soedesco,2018,87.5,6.0
Oxenfree,Night School Studio,2016,79.18,11.0
P.T.,7780s Studio,2014,60.0,1.0
Pac-Man 256,HIPSTER WHALE/Bandai Namco Games,2016,82.12,16.0
Pac-Man Championship Edition 2,Bandai Namco Games,2016,77.8,15.0
Pang Adventures,Pasta Games/Limited Run Games,2016,58.0,5.0
Pankapu,Plug In Digital,2017,35.0,1.0
Paperbound,Dissident Logic,2015,67.33,15.0
Paradox Soul,Ritual Games,2019,77.5,2.0
PaRappa the Rapper Remastered,NanaOn-Sha/Sony Interactive Entertainment,2017,60.73,15.0
Party Golf,Giant Margarita,2016,60.0,1.0
Party Hard,Pinokl Games/tinyBuild,2016,62.86,7.0
Past Cure,Phantom 8,2018,40.0,14.0
Patapon,Sony Interactive Entertainment,2017,77.25,12.0
Pato Box,Bromio,2018,70.0,3.0
Payday 2: Crimewave Edition,Overkill Software/505 Games,2015,69.07,14.0
Payday 2: The Big Score,Overkill Software/505 Games,2016,65.5,2.0
Peggle 2,PopCap/Electronic Arts,2014,72.5,4.0
Penarium,Self Made Miracle/Team 17,2015,71.8,5.0
"Penn & Teller VR: Frankly Unfair, Unkind, Unnecessary and Underhanded",Gearbox Publishing,2019,50.0,2.0
Perception,The Deep End Games,2017,56.47,18.0
Perfect,nDreams,2016,65.0,2.0
Perfect Universe,Will Sykes Games/Excalibur Publishing,2016,56.0,5.0
Persona 3: Dancing in Moonlight,Atlus,2018,75.2,20.0
Persona 5,Atlus,2017,93.3,58.0
Persona 5: Dancing in Starlight,Atlus,2018,74.5,20.0
Persona Dancing: Endless Night Collection,Atlus,2018,77.69,13.0
Phantom Breaker: Battle Grounds Overdrive,5pb/Mages.,2015,70.0,6.0
Phantom Doctrine,CreativeForge Games/Good Shepherd Entertainment,2018,74.8,15.0
Pharaonic,Milkstone Studios,2016,75.0,2.0
Phobos Vector Prime: The First Ring,Gunstar Studios,2018,40.0,1.0
Phoenix Wright: Ace Attorney Trilogy,Capcom,2019,80.83,12.0
Pier Solar and the Great Architects,Watermelon Development,2014,68.43,7.0
Pillar,MichaelArts,2015,59.38,8.0
Pillars of Eternity: Complete Edition,Paradox Arctic/Paradox Interactive,2017,86.33,15.0
Pilot Sports,Z-Software/Wild River,2018,60.0,1.0
Pinball FX 2: Marvel's Women of Power,Zen Studios/Microsoft Game Studios,2016,78.33,3.0
Pinball FX 2: Star Wars Pinball - Rogue One,Zen Studios,2017,75.33,6.0
Pinball FX2 VR,Zen Studios,2016,82.14,14.0
Pinball FX3,Zen Studios,2017,78.83,6.0
Pinball FX3: Star War Pinball - Solo Pack,Zen Studios,2018,82.5,4.0
Pinball FX3: Universal Classics Pinball,Zen Studios,2017,80.0,2.0
Pinball FX3: Williams Pinball - Volume 1,Zen Studios,2018,95.0,1.0
Pinball FX3: Williams Pinball - Volume 2,Zen Studios,2018,95.0,1.0
Pinball FX3: Williams Pinball - Volume 3,Zen Studios,2019,87.5,2.0
Pineview Drive,UIG Entertainment,2017,57.5,2.0
Pipe Push Paradise,Corey Martin/Digerati Distribution,2019,75.0,1.0
Pirates: Treasure Hunters,Virtual Toys,2016,50.0,1.0
Pix the Cat,Pasta Games,2014,78.5,10.0
PixARK,Snail Games,2019,57.5,2.0
Pixel Gear,Geronimo Interactive/Oasis Games,2016,53.21,14.0
Pixel Heroes: Byte & Magic,The Bitfather/Headup Games,2017,58.0,5.0
Pixel Piracy,Abstraction Games/505 Games,2016,30.0,1.0
Pixel Ripped 1989,Pixel Ripped Inc.,2018,70.0,1.0
PixelJunk Monsters 2,Q-Games/Spike Chunsoft,2018,72.5,8.0
PixelJunk Shooter Ultimate,Double Eleven,2014,84.5,8.0
Pizza Titan Ultra,Breakfall,2018,70.0,4.0
Plague Inc: Evolved,Ndemic Creations,2016,80.0,2.0
Plague Road,Arcade Distillery/Limited Run Games,2017,60.0,1.0
Planet 2000,Triskelia Games,2017,15.0,3.0
Planet Alpha,Adrian Lazar/Team 17,2018,64.75,8.0
Planet of the Apes: Last Frontier,Creative England/20th Century Fox Film Corporation,2017,61.83,12.0
Planet of the Eyes,Cococucumber,2017,76.67,3.0
Planetbase,Madruga Works,2018,70.0,1.0
PlanetSide 2,Daybreak Games,2015,77.73,13.0
Plants vs Zombies: Garden Warfare,PopCap/Electronic Arts,2014,78.07,15.0
Plants vs Zombies: Garden Warfare 2,PopCap/Electronic Arts,2016,84.5,18.0
PlayerUnknown's Battlegrounds,PUBG Corporation,2018,68.55,11.0
PlayStation VR WORLDS,SCEE London Studio/Sony Interactive Entertainment,2016,57.07,28.0
Plox Neon,Desert Owl Games LLC,2018,50.0,1.0
Pneuma: Breath of Life,Deco Digital,2015,70.5,6.0
Pode,Henchman & Goon,2019,74.75,4.0
Polarity: Ultimate Edition,Bluebutton Games/Bluebutton,2017,52.5,2.0
Poltergeist: A Pixelated Horror,Glitchy Pixel/CAPASSO BALLESTEROS ITALO,2015,50.0,1.0
Polybius,Llamasoft,2017,86.0,5.0
PONCHO,Delve Interactive/Rising Star Games,2015,65.86,11.0
Pool Nation,Cherry Pop Games,2019,90.0,1.0
Pop-Up Pilgrims,Dakko Dakko,2018,55.71,7.0
Portal Knights,Keen Games/505 Games,2017,72.92,12.0
Power Rangers: Battle for the Grid,nWay,2019,61.38,4.0
Pox Nora,Desert Owl Games LLC,2017,63.33,3.0
Pressure Overdrive,Chasing Carrots,2017,70.0,1.0
Preta: Vendetta Rising,Illion Corp,2018,80.0,1.0
Prey,Arkane Studios/Bethesda Softworks,2017,77.17,39.0
Prey: Mooncrash,Arkane Studios/Bethesda Softworks,2018,84.4,5.0
Primal Carnage: Extinction,Circle 5 Studios/Panic Button,2015,51.82,11.0
Prismatic Solid,Active Gaming Media/Playism,2015,70.0,1.0
Prison Architect,Double Eleven,2016,81.06,16.0
Prison Architect: Psych Ward,Double Eleven,2017,80.0,1.0
Pro Evolution Soccer 2015,Konami,2014,83.32,31.0
Pro Evolution Soccer 2016,Konami,2015,86.58,31.0
Pro Evolution Soccer 2017,Konami,2016,84.85,31.0
Pro Evolution Soccer 2018,Konami,2017,82.39,27.0
Pro Evolution Soccer 2019,Konami,2018,75.58,24.0
Professional Farmer 2017,Visual Imagination Software/UIG Entertainment,2016,40.0,2.0
Project CARS,Slightly Mad Studios/Bandai Namco Games,2015,82.63,27.0
Project CARS 2,Slightly Mad Studios/Bandai Namco Games,2017,79.67,20.0
Project CARS 2: The Fun Pack,Slightly Mad Studios/Bandai Namco Games,na,70.0,1.0
Project CARS: Game of the Year Edition,Slightly Mad Studios/Bandai Namco Games,2017,85.0,2.0
Project Highrise: Architect's Edition,SomaSim/Kalypso,2018,75.0,2.0
Project Nimbus: Code Mirai,Kiss/GameTomo,2018,60.0,3.0
Project Root,Pablo Testa/CrossFunction,2015,44.68,11.0
Prominence Poker,Pipeworks Software,Inc./505 Games,65.0,2.0
Prototype Biohazard Bundle,Radical Entertainment/Activision,2015,48.0,5.0
Psycho-Pass: Mandatory Happiness,5pb/NIS America,2016,71.87,15.0
Psychonauts,Double Fine Productions,2016,75.0,2.0
Psychonauts in The Rhombus of Ruin,Double Fine Productions,2017,70.68,22.0
Psychotic's Agatha Knife,Mango Protocol,2019,65.0,2.0
Puddle,Neko Entertainment,2014,70.0,1.0
Pumped BMX +,Yeah Us!/Curve Digital,2015,63.33,3.0
Punch Line,5pb,2018,64.44,9.0
Pure Chess,VooFoo Studios/Ripstone,2014,65.0,4.0
Pure Farming 2018,Techland,2018,67.0,5.0
Pure Hold 'Em,VooFoo Studios/Ripstone,2015,78.33,9.0
Pure Pool,VooFoo Studios/Ripstone,2014,75.62,16.0
Push Me Pull You,House House,2016,74.5,10.0
Putty Squad,System 3,2014,53.0,11.0
Puyo Puyo Tetris,Sonic Team/Deep Silver,2017,84.86,14.0
Puzzle Showdown 4K,Kingdom Games,2017,30.0,1.0
Pyre,Supergiant Games,2017,85.9,34.0
Q.U.B.E. 2,Toxic Games,2018,76.6,10.0
Q.U.B.E. Director's Cut,Toxic Games/Grip Games,2015,76.13,16.0
Q*bert: Rebooted,LOOT Entertainment,2015,45.0,9.0
Queen's Quest 2: Stories of Forgotten Past,Brave Giant/Artifex Mundi,2019,70.0,1.0
Quiplash,Jackbox Games,Inc.,90.0,1.0
R-Type Dimensions EX,Southend Interactive/Tozai Games,2018,82.5,2.0
R.B.I. Baseball 14,MLB AM,2014,43.33,3.0
R.B.I. Baseball 15,MLB AM,2015,51.67,3.0
R.B.I. Baseball 16,MLB AM/Nighthawk Interactive,2016,50.0,5.0
R.B.I. Baseball 17,MLB AM,2017,25.0,2.0
R.B.I. Baseball 18,MLB AM,2018,37.5,2.0
R.B.I. Baseball 19,MLB AM,2019,35.0,2.0
Rabbids Invasion,Ubisoft Barcelona/Ubisoft,2014,50.0,1.0
Rabi-Ribi,CreSpirit/Sekai Project,2017,80.0,7.0
Race Arcade,Iceflake Studios,2018,50.0,1.0
Race the Sun,Flippfly,2014,75.83,6.0
Rack N Ruin,LifeSpark Entertainment,2015,57.78,9.0
Rad,Double Fine Productions/Bandai Namco Games,2019,76.95,22.0
Rad Rodgers,THQ Nordic,2018,57.14,7.0
Radial-G: Racing Revolved,Perpetual/Tammeka Games,2017,63.33,3.0
Radio Hammer Station,Arc System Works,2018,60.0,1.0
RAGE 2,Avalanche Studios/Bethesda Softworks,2019,66.33,21.0
Raging Justice,MakinGames/Team 17,2018,60.5,4.0
Raid: World War II,Starbreeze,2017,39.0,5.0
Raiden V: Director's Cut,Moss,2017,71.67,9.0
Raiders of the Broken Planet,Mercury Steam,2017,45.0,5.0
Raiders of the Broken Planet: Hades Betrayal,Mercury Steam,2018,60.0,2.0
Raiders of the Broken Planet: Prologue,Mercury Steam,2017,80.0,1.0
Railway Empire,Gaming Minds Studios/Kalypso,2018,81.67,3.0
Rain World,Videocult/Adult Swim,2017,63.76,19.0
Rainbow Moon,SideQuest Studios/EastAsiaSoft,2016,71.0,10.0
Rainbow Skies,SideQuest Studios,2018,57.08,13.0
Rally Copters,Depth First Games,2015,60.0,1.0
Randal's Monday,Nexus Game Studio,2016,50.0,1.0
Randall,We The Force,2017,35.38,8.0
Rapala Fishing Pro Series,GameMill Entertainment,2017,45.0,2.0
Ratchet & Clank,Insomniac Games/SCEA,2016,86.27,64.0
Raw Data,Survios,2017,71.67,3.0
Rayman Legends,Ubisoft Montpellier/Ubisoft,2014,90.45,11.0
RAZED,Warpfish Games,2018,70.0,1.0
Realms of Arkania: Star Trail,Crafty Studios/UIG Entertainment,2018,80.0,1.0
Rebel Cops,Weappy Studio,2019,70.0,1.0
Rebel Galaxy,Double Damage Games,2016,65.83,6.0
Red Dead Online,Rockstar Games,2018,82.5,2.0
Red Dead Redemption 2,Rockstar Games,2018,96.45,49.0
Red Faction: Guerrilla Re-Mars-tered,Volition Inc./THQ Nordic,2018,70.86,14.0
Red Goddess: Inner World,Yanim Studio,2015,57.75,8.0
Red Matter,Vertical Robot,2018,86.67,3.0
Redeemer: Enhanced Edition,Sobaka/Buka Entertainment,2019,60.0,3.0
Redout,505 Games,2017,78.75,4.0
Reel Fishing: Road Trip Adventure,Natsume,2019,60.0,1.0
Refunct,Dominique Grieshofer,2019,80.0,1.0
Regalia: Of Men and Monarchs - Royal Edition,Pixelated Milk/Crunching Koalas,2018,67.18,11.0
Rememoried,Vladimir Kudelka,2018,60.0,1.0
RemiLore: Lost Girl in the Lands of Lore,Pixellore/Nicalis,2019,51.67,3.0
Remnant: From the Ashes,Gunfire Games/Perfect World Entertainment,2019,78.2,5.0
Remothered: Tormented Fathers,Stormind Games,2018,78.0,5.0
Rento Fortune,LAN - GAMES EOOD,2018,20.0,1.0
Replay: VHS is not dead,Team Replay/Neko Entertainment,2016,70.0,1.0
Republique,Camouflaj,LLC/GungHo,72.89,27.0
Resident Evil 0: HD Remaster,Capcom,2016,70.2,25.0
Resident Evil 2,Capcom R&D Division 1/Capcom,2019,92.39,41.0
Resident Evil 4,Capcom,2016,85.85,13.0
Resident Evil 5,Capcom,2016,66.0,5.0
Resident Evil 6,Capcom,2016,50.62,8.0
Resident Evil 7: biohazard,Capcom,2017,86.86,55.0
Resident Evil 7: biohazard - Banned Footage Vol. 1,Capcom,2017,72.0,5.0
Resident Evil 7: biohazard - Banned Footage Vol. 2,Capcom,2017,70.0,5.0
Resident Evil 7: biohazard - End of Zoe,Capcom,2017,76.67,6.0
Resident Evil 7: biohazard - Not a Hero,Capcom,2017,69.17,6.0
Resident Evil Code: Veronica X,Capcom,2017,80.0,1.0
Resident Evil HD Remaster,Capcom,2015,83.19,31.0
Resident Evil: Origins Collection,Capcom,2016,80.0,1.0
Resident Evil: Revelations,Capcom,2017,69.31,13.0
Resident Evil: Revelations 2,Capcom,2015,75.12,17.0
Resident Evil: Revelations 2 - Episode 1: Penal Colony,Capcom,2015,73.62,13.0
Resident Evil: Revelations 2 - Episode 2: Contemplation,Capcom,2015,77.0,8.0
Resident Evil: Revelations 2 - Episode 3: Judgment,Capcom,2015,74.29,7.0
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,Capcom,2015,76.14,7.0
Resogun,XDEV/SCEA,2013,85.45,38.0
Resogun: Defenders,Housemarque/SCEA,2015,83.33,6.0
Resogun: Heroes,Housemarque/SCEA,2014,86.0,8.0
Resonance of Fate 4K / HD Edition,Tri-Ace,2018,50.0,1.0
Retro City Rampage DX,Vblank Entertainment Inc.,2014,79.0,5.0
RETSNOM,SOMI,2016,55.0,4.0
Reus,Soedesco,2016,66.67,3.0
Reverie,Rainbite/EastAsiaSoft,2018,75.0,1.0
Rez Infinite,Enhance Games,2016,89.0,23.0
RGX: Showdown,Telltale Games,2018,50.0,1.0
Rick and Morty: Virtual Rick-ality,Owlchemy Labs/Adult Swim,2018,73.12,8.0
RICO,Ground Shatter Ltd./Rising Star Games,2019,57.5,4.0
Riddled Corpses EX,COWCAT,2018,75.83,6.0
RIDE,Milestone S.r.l,2015,64.5,20.0
Ride 2,Milestone S.r.l/Square Enix,2017,66.44,9.0
RIDE 3,Milestone S.r.l,2018,68.31,13.0
RiftStar Raiders,Climax Studios,2018,66.25,4.0
RIGS: Mechanized Combat League,Guerilla Cambridge/Sony Interactive Entertainment,2016,79.05,29.0
RiME,Tequila Works,2017,80.09,38.0
Riot: Civil Unrest,Merge Games,2019,45.0,1.0
Riptide GP: Renegade,Vector Unit,2016,70.88,8.0
Rise of the Tomb Raider: 20 Year Celebration,Crystal Dynamics/Square Enix,2016,88.69,26.0
Risen 3: Titan Lords - Enhanced Edition,Piranha Bytes/Deep Silver,2015,53.3,10.0
RISK,Zoe Mode/Ubisoft,2015,57.5,4.0
Risk of Rain,Hopoo Games,2016,82.5,6.0
Risk of Rain 2,Hopoo Games/Gearbox Publishing,2019,82.5,2.0
Risk: Urban Assault,Zoe Mode/Ubisoft,2016,60.0,2.0
Rival Megagun,Spacewave Software,2018,76.5,2.0
RIVE,Two Tribes,2016,71.38,13.0
River City Girls,WayForward/Arc System Works,2019,79.71,7.0
Riverbond,Cococucumber,2019,68.17,6.0
Road Not Taken,Spry Fox,2014,72.05,20.0
Road Rage,Maximum Games,2017,26.0,9.0
Road Redemption,Dark Seas Games/Tripwire Interactive,2018,59.11,9.0
Robinson: The Journey,Crytek,2016,63.76,25.0
Rock Band 4,Harmonix Music Systems/Mad Catz,2015,78.47,31.0
Rock Band Rivals,Harmonix Music Systems,2016,80.75,4.0
Rock Boshers DX: Director's Cut,Tikipod Limited,2014,77.0,4.0
Rock of Ages 2: Bigger & Boulder,ACE Team/Atlus,2017,77.64,11.0
Rocket League,Psyonix/505 Games,2015,87.16,31.0
Rocketbirds 2: Evolution,Ratloop Asia Pte Ltd,2016,68.23,13.0
Rocksmith 2014 Edition,Ubisoft,2014,83.4,5.0
Rogue Aces,Infinite State Games/Curve Digital,2018,72.0,5.0
Rogue Legacy,Cellar Door Games,2014,86.6,25.0
Rogue Trooper Redux,Sold Out,2017,61.0,10.0
Rollercoaster Dreams,COLOPL,Inc./Bimboosoft,10.0,1.0
RollerCoaster Tycoon Joyride,Nvizzio Creations/Atari SA,2018,27.5,2.0
Rollers of the Realm,Phantom Compass/Atlus,2014,70.0,5.0
Rolling Bob,MOONFACTORY SC,2017,70.0,1.0
Romance of the Three Kingdoms XIII,Koei Tecmo Games,2016,66.47,17.0
Romance of the Three Kingdoms XIII - Fame and Strategy,Koei Tecmo Games,2017,82.5,2.0
Romancing SaGa 2,Square Enix,2017,70.71,7.0
RONIN,Tomasz Waclawek/Devolver Digital,2016,75.0,2.0
Root Letter,Kadokawa/PQube,2016,64.09,11.0
Root Letter: Last Answer,Kadokawa,2019,72.5,2.0
Rory McIlroy PGA Tour,EA Tiburon/EA Sports,2015,63.33,27.0
Roundabout,No Goblin,2015,60.0,1.0
Ruckus Rumble,Playgroundsquad,2017,60.0,1.0
Rugby 15,HB Studios Multimedia/Bigben Interactive,2015,17.75,4.0
Rugby 18,Koch Media,2017,39.17,6.0
Rugby Challenge 3,Wicked Witch Software/Tru Blu,2016,68.33,3.0
Rugby League Live 3,Big Ant Studios/HES Interactive,2016,70.0,1.0
Rugby League Live 4,Big Ant Studios/Home Entertainment Suppliers,2017,72.0,1.0
Rugby World Cup 2015,HB Studios Multimedia/Bigben Interactive,2015,27.0,5.0
Ruiner,Reikon Games/Devolver Digital,2017,75.0,9.0
Runbow,13AM Games/Merge Games,2018,72.5,6.0
RUSH VR,The Binary Mill,2018,55.0,2.0
RWBY: Grimm Eclipse,Rooster Teeth Games,2017,54.25,4.0
Sagebrush,Redact Games,2019,76.67,3.0
Saint Seiya: Soldiers' Soul,Dimps Corporation/Bandai Namco Games,2015,60.69,13.0
Saints Row IV: Re-Elected,Volition Inc./Deep Silver,2015,75.5,14.0
Saints Row IV: Re-Elected & Gat Out of Hell,Volition Inc./Deep Silver,2015,68.0,6.0
Saints Row: Gat Out of Hell,Volition Inc./Deep Silver,2015,65.07,29.0
Sairento VR,Mixed Realms Pte Ltd/Perpetual,2019,85.36,11.0
Salary Man Escape VR,Red Accent Studios/Sony Interactive Entertainment,2018,63.0,5.0
Salt and Sanctuary,Ska Studios,2016,84.39,35.0
Samurai Shodown,SNK Corporation,2019,80.13,30.0
Samurai Shodown V Special,Code Mystics Inc./SNK Corporation,2017,80.0,1.0
Samurai Warriors 4,Omega Force/Koei Tecmo Games,2014,79.19,21.0
Samurai Warriors 4 Empires,Omega Force/Koei Tecmo Games,2016,70.21,24.0
Samurai Warriors 4-II,Omega Force/Koei Tecmo Games,2015,74.55,20.0
Samurai Warriors: Spirit of Sanada,Omega Force/Koei Tecmo Games,2017,73.67,21.0
Saturday Morning RPG,Mighty Rabbit Studios/Limited Run Games,2016,80.0,3.0
Schacht,GuriGroup/LAB132 GmbH,2018,50.0,1.0
Schrodinger's Cat and the Raiders of the Lost Quark,Italic Pig/Team 17,2015,57.27,22.0
Scintillatron 4096,kFunction Ltd.,2018,77.5,2.0
Score Rush Extended,Xona Games,2016,79.9,10.0
Scrabble,Ubisoft Chengdu/Ubisoft,2015,70.0,2.0
Scram Kitty DX,Dakko Dakko,2015,73.75,4.0
Scraper: First Strike,Labrodex Studios,2019,30.0,1.0
Screencheat,Samurai Punk/Playism,2016,69.11,9.0
Scribblenauts Mega Pack,Shiver Games/Warner Bros. Interactive Entertainment,2018,80.0,1.0
Scribblenauts Showdown,Warner Bros. Interactive Entertainment,2018,67.8,5.0
Sea of Solitude,Jo-Mei Games/Electronic Arts,2019,67.4,20.0
Seasons After Fall,Swing Swing Submarine/Focus Home Interactive,2017,62.5,6.0
Sebastien Loeb Rally Evo,Milestone S.r.l/Intergrow,2016,71.08,13.0
Secret of Mana,Q Studios/Square Enix,2018,60.35,30.0
Secret Ponchos,Switchblade Monkeys,2014,62.78,9.0
Sega Genesis Classics,D3T Limited/Sega,2018,72.5,14.0
Sekiro: Shadows Die Twice,From Software/Activision,2019,88.69,35.0
Semispheres,Vivid Helix,2017,78.75,8.0
Senko no Ronde 2,G.Rev/Kadokawa,2017,72.5,4.0
Senran Kagura Burst Re:Newal,Honey Parade Games/Marvelous Inc.,2019,68.08,13.0
Senran Kagura: Estival Versus,Tamsoft/Marvelous Inc.,2016,67.25,20.0
Senran Kagura: Peach Beach Splash,Tamsoft/Marvelous Inc.,2017,70.0,19.0
Seraph,Dreadbit,2016,70.0,1.0
Serial Cleaner,iFun4all/Curve Digital,2017,73.33,12.0
SEUM: Speedrunners from Hell,Pine Studio/Headup Games,2018,78.0,1.0
SG/ZH: School Girl Zombie Hunter,Tamsoft/D3Publisher,2017,57.73,11.0
Shadow Blade: Reload,Dead Mage,2016,62.0,5.0
Shadow Complex Remastered,Chair Entertainment/Epic Games,2016,80.0,4.0
Shadow of Loot Box,Stately Snail,2018,50.0,1.0
Shadow of the Beast,Heavy Spectrum/Sony Interactive Entertainment,2016,65.36,33.0
Shadow of the Colossus,Bluepoint Games/Sony Interactive Entertainment,2018,92.27,51.0
Shadow of the Tomb Raider,Eidos Montreal/Square Enix,2018,75.81,36.0
Shadow of the Tomb Raider: The Forge,Eidos Montreal/Square Enix,2018,66.0,3.0
Shadow of the Tomb Raider: The Grand Caiman,Eidos Montreal/Square Enix,2019,50.0,1.0
Shadow of the Tomb Raider: The Nightmare,Eidos Montreal/Square Enix,2019,50.0,1.0
Shadow of the Tomb Raider: The Pillar,Eidos Montreal/Square Enix,2018,50.0,1.0
Shadow of the Tomb Raider: The Price of Survival,Eidos Montreal/Square Enix,2019,60.0,1.0
Shadow of the Tomb Raider: The Serpent's Heart,Eidos Montreal/Square Enix,2019,50.0,1.0
Shadow Tactics: Blades of the Shogun,Mimimi Productions/Kalypso,2017,86.33,9.0
Shadow Warrior,Flying Wild Hog/Majesco,2014,71.07,15.0
Shadow Warrior 2,Flying Wild Hog/Devolver Digital,2017,68.0,5.0
Shadows: Awakening,Kalypso,2018,71.82,11.0
Shadwen,Frozenbyte,Inc.,52.29,17.0
Shakedown Hawaii,Vblank Entertainment Inc.,2019,79.29,7.0
Shantae and the Pirate's Curse,WayForward,2016,75.57,7.0
Shantae: Half-Genie Hero,WayForward/XSEED Games,2016,80.83,23.0
Shantae: Half-Genie Hero - Ultimate Edition,WayForward/PQube,2018,88.0,2.0
Shantae: Risky's Revenge - Director's Cut,WayForward,2015,75.91,11.0
Shape of the World,Hollow Tree Games,2018,70.33,9.0
Shaq Fu: A Legend Reborn,Big Deez Productions/Saber Interactive,2018,35.0,8.0
She Wants Me Dead,Hello There,2016,65.0,2.0
Sheltered,Unicube/Team 17,2016,70.5,12.0
Shenmue I & II,d3t Ltd/Sega,2018,74.14,14.0
Sherlock Holmes: Crimes & Punishments,Frogwares/Focus Home Interactive,2014,75.0,30.0
Sherlock Holmes: The Devil's Daughter,Frogwares/Bigben Interactive,2016,68.82,17.0
Shift Happens,DECK13 INTERACTIVE GMBH,2017,80.0,1.0
Shiftlings,Rock Pocket Games/Sierra Games,2015,58.57,7.0
Shiness: The Lightning Kingdom,Enigami/Focus Home Interactive,2017,65.81,21.0
Shining Resonance Refrain,Sega,2018,67.61,18.0
Shiny,Garage 227/1C Company,2018,56.0,1.0
Shio,Coconut Island Games,2018,74.9,10.0
Shooty Fruity,nDreams,2017,82.0,8.0
Shovel Knight,Yacht Club Games,2015,91.0,17.0
Shovel Knight: Plague of Shadows,Yacht Club Games,2015,76.0,3.0
Shu,Coatsink Software,2016,77.38,13.0
Shutshimi,Neon Deity Games/Choice Provisions,2015,80.0,2.0
Siegecraft Commander,Blowfish Studios,2017,64.4,5.0
Silence,Daedalic Entertainment,2016,80.0,1.0
